CompanyName|AddressType|City|StateProvince|ProductName|StandardCost|ListPrice|ProductCategoryName|OrderDate|ShipDate|ShipMethod|SubTotal|TaxAmt|Freight|TotalDue|SalesOrderID|SalesOrderDetailID|OrderQty|UnitPrice|UnitPriceDiscount|LineTotal
Eastside Department Store|Main Office|Union City|California|Classic Vest, S|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110727|15|34.9250|0.0500|497.681250
Eastside Department Store|Main Office|Union City|California|LL Road Pedal|17.9776|40.4900|Pedals|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110728|3|24.2940|0.0000|72.882000
Eastside Department Store|Main Office|Union City|California|Short-Sleeve Classic Jersey, L|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110729|11|31.3142|0.0200|337.567076
Eastside Department Store|Main Office|Union City|California|LL Road Frame - Black, 58|204.6251|337.2200|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110730|6|202.3320|0.0000|1213.992000
Eastside Department Store|Main Office|Union City|California|Short-Sleeve Classic Jersey, XL|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110731|9|32.3940|0.0000|291.546000
Eastside Department Store|Main Office|Union City|California|Road-750 Black, 48|343.6496|539.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110732|7|323.9940|0.0000|2267.958000
Eastside Department Store|Main Office|Union City|California|Road-750 Black, 52|343.6496|539.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110733|5|323.9940|0.0000|1619.970000
Eastside Department Store|Main Office|Union City|California|Road-550-W Yellow, 38|713.0798|1120.4900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110734|4|672.2940|0.0000|2689.176000
Eastside Department Store|Main Office|Union City|California|Road-550-W Yellow, 40|713.0798|1120.4900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110735|1|672.2940|0.0000|672.294000
Eastside Department Store|Main Office|Union City|California|Road-550-W Yellow, 48|713.0798|1120.4900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110736|1|672.2940|0.0000|672.294000
Eastside Department Store|Main Office|Union City|California|Road-350-W Yellow, 40|1082.5100|1700.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110737|5|1020.5940|0.0000|5102.970000
Eastside Department Store|Main Office|Union City|California|Road-350-W Yellow, 42|1082.5100|1700.9900|Road Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110738|13|986.5742|0.0200|12568.955308
Eastside Department Store|Main Office|Union City|California|HL Road Pedal|35.9596|80.9900|Pedals|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110739|4|48.5940|0.0000|194.376000
Eastside Department Store|Main Office|Union City|California|ML Road Frame-W - Yellow, 44|360.9428|594.8300|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110740|3|356.8980|0.0000|1070.694000
Eastside Department Store|Main Office|Union City|California|ML Road Frame-W - Yellow, 48|360.9428|594.8300|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110741|4|356.8980|0.0000|1427.592000
Eastside Department Store|Main Office|Union City|California|HL Road Frame - Black, 44|868.6342|1431.5000|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110742|4|858.9000|0.0000|3435.600000
Eastside Department Store|Main Office|Union City|California|HL Road Frame - Red, 44|868.6342|1431.5000|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110743|2|858.9000|0.0000|1717.800000
Eastside Department Store|Main Office|Union City|California|Long-Sleeve Logo Jersey, L|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110744|17|27.4945|0.0500|444.036175
Eastside Department Store|Main Office|Union City|California|Long-Sleeve Logo Jersey, XL|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110745|4|29.9940|0.0000|119.976000
Eastside Department Store|Main Office|Union City|California|Racing Socks, L|3.3623|8.9900|Socks|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110746|1|5.3940|0.0000|5.394000
Eastside Department Store|Main Office|Union City|California|Classic Vest, M|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110747|10|38.1000|0.0000|381.000000
Eastside Department Store|Main Office|Union City|California|AWC Logo Cap|6.9223|8.9900|Caps|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110748|11|5.2142|0.0200|56.209076
Eastside Department Store|Main Office|Union City|California|Sport-100 Helmet, Blue|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110749|15|19.2445|0.0500|274.234125
Eastside Department Store|Main Office|Union City|California|Hitch Rack - 4-Bike|44.8800|120.0000|Bike Racks|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110750|2|72.0000|0.0000|144.000000
Eastside Department Store|Main Office|Union City|California|Sport-100 Helmet, Red|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110751|10|20.9940|0.0000|209.940000
Eastside Department Store|Main Office|Union City|California|Sport-100 Helmet, Black|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|83858.4261|6708.6741|2096.4607|92663.5609|71783|110752|11|20.2942|0.0200|218.771476
Action Bicycle Specialists|Main Office|Woolston|England|Sport-100 Helmet, Blue|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110753|2|20.9940|0.0000|41.988000
Action Bicycle Specialists|Main Office|Woolston|England|HL Touring Frame - Yellow, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110754|8|602.3460|0.0000|4818.768000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Yellow, 46|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110755|2|1430.4420|0.0000|2860.884000
Action Bicycle Specialists|Main Office|Woolston|England|Water Bottle - 30 oz.|1.8663|4.9900|Bottles and Cages|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110756|11|2.8942|0.0200|31.199476
Action Bicycle Specialists|Main Office|Woolston|England|Classic Vest, M|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110757|8|38.1000|0.0000|304.800000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-2000 Blue, 46|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110758|4|728.9100|0.0000|2915.640000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Blue, 58|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110759|1|445.4100|0.0000|445.410000
Action Bicycle Specialists|Main Office|Woolston|England|Long-Sleeve Logo Jersey, M|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110760|9|29.9940|0.0000|269.946000
Action Bicycle Specialists|Main Office|Woolston|England|AWC Logo Cap|6.9223|8.9900|Caps|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110761|10|5.3940|0.0000|53.940000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-2000 Blue, 54|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110762|4|728.9100|0.0000|2915.640000
Action Bicycle Specialists|Main Office|Woolston|England|Bike Wash - Dissolver|2.9733|7.9500|Cleaners|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110763|8|4.7700|0.0000|38.160000
Action Bicycle Specialists|Main Office|Woolston|England|Long-Sleeve Logo Jersey, XL|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110764|5|29.9940|0.0000|149.970000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Yellow, 62|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110765|11|430.5630|0.0200|4641.469140
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Blue, 54|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110766|6|445.4100|0.0000|2672.460000
Action Bicycle Specialists|Main Office|Woolston|England|Hitch Rack - 4-Bike|44.8800|120.0000|Bike Racks|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110767|6|72.0000|0.0000|432.000000
Action Bicycle Specialists|Main Office|Woolston|England|LL Touring Frame - Yellow, 44|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110768|2|200.0520|0.0000|400.104000
Action Bicycle Specialists|Main Office|Woolston|England|Half-Finger Gloves, S|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110769|6|14.6940|0.0000|88.164000
Action Bicycle Specialists|Main Office|Woolston|England|HL Touring Frame - Yellow, 54|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110770|4|602.3460|0.0000|2409.384000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Yellow, 50|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110771|7|445.4100|0.0000|3117.870000
Action Bicycle Specialists|Main Office|Woolston|England|LL Touring Frame - Blue, 50|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110772|2|200.0520|0.0000|400.104000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Yellow, 60|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110773|12|1382.7606|0.0200|16261.264656
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Blue, 50|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110774|8|445.4100|0.0000|3563.280000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Yellow, 44|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110775|3|445.4100|0.0000|1336.230000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-3000 Yellow, 54|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110776|5|445.4100|0.0000|2227.050000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-2000 Blue, 60|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110777|3|728.9100|0.0000|2186.730000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Blue, 46|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110778|4|1430.4420|0.0000|5721.768000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Blue, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110779|6|1430.4420|0.0000|8582.652000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Blue, 60|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110780|10|1430.4420|0.0000|14304.420000
Action Bicycle Specialists|Main Office|Woolston|England|Touring-1000 Yellow, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110781|2|1430.4420|0.0000|2860.884000
Action Bicycle Specialists|Main Office|Woolston|England|HL Touring Seat/Saddle|23.3722|52.6400|Saddles|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110782|2|31.5840|0.0000|63.168000
Action Bicycle Specialists|Main Office|Woolston|England|LL Touring Frame - Blue, 54|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110783|3|200.0520|0.0000|600.156000
Action Bicycle Specialists|Main Office|Woolston|England|LL Touring Frame - Yellow, 50|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110784|1|200.0520|0.0000|200.052000
Action Bicycle Specialists|Main Office|Woolston|England|HL Touring Frame - Blue, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110785|1|602.3460|0.0000|602.346000
Action Bicycle Specialists|Main Office|Woolston|England|Long-Sleeve Logo Jersey, L|38.4923|49.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110786|8|29.9940|0.0000|239.952000
Action Bicycle Specialists|Main Office|Woolston|England|Short-Sleeve Classic Jersey, S|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110787|6|32.3940|0.0000|194.364000
Action Bicycle Specialists|Main Office|Woolston|England|Short-Sleeve Classic Jersey, L|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110788|7|32.3940|0.0000|226.758000
Action Bicycle Specialists|Main Office|Woolston|England|Short-Sleeve Classic Jersey, XL|41.5723|53.9900|Jerseys|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110789|3|32.3940|0.0000|97.182000
Action Bicycle Specialists|Main Office|Woolston|England|Half-Finger Gloves, M|9.1593|24.4900|Gloves|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110790|5|14.6940|0.0000|73.470000
Action Bicycle Specialists|Main Office|Woolston|England|Classic Vest, S|23.7490|63.5000|Vests|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110791|23|34.9250|0.0500|763.111250
Action Bicycle Specialists|Main Office|Woolston|England|Hydration Pack - 70 oz.|20.5663|54.9900|Hydration Packs|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110792|9|32.9940|0.0000|296.946000
Action Bicycle Specialists|Main Office|Woolston|England|Patch Kit/8 Patches|0.8565|2.2900|Tires and Tubes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110793|8|1.3740|0.0000|10.992000
Action Bicycle Specialists|Main Office|Woolston|England|Sport-100 Helmet, Red|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110794|10|20.9940|0.0000|209.940000
Action Bicycle Specialists|Main Office|Woolston|England|Sport-100 Helmet, Black|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|108561.8317|8684.9465|2714.0458|119960.8240|71784|110795|12|20.2942|0.0200|238.659792
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Frame - Blue, 50|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111018|1|602.3460|0.0000|602.346000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-2000 Blue, 54|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111019|8|728.9100|0.0000|5831.280000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-2000 Blue, 60|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111020|2|728.9100|0.0000|1457.820000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Seat/Saddle|23.3722|52.6400|Saddles|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111021|1|31.5840|0.0000|31.584000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-3000 Blue, 54|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111022|5|445.4100|0.0000|2227.050000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-1000 Yellow, 60|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111023|3|1430.4420|0.0000|4291.326000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-1000 Blue, 60|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111024|9|1430.4420|0.0000|12873.978000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-1000 Blue, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111025|2|1430.4420|0.0000|2860.884000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-3000 Blue, 50|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111026|3|445.4100|0.0000|1336.230000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-3000 Yellow, 44|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111027|7|445.4100|0.0000|3117.870000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-3000 Yellow, 62|461.4448|742.3500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111028|2|445.4100|0.0000|890.820000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-2000 Blue, 46|755.1508|1214.8500|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111029|1|728.9100|0.0000|728.910000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-1000 Yellow, 46|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111030|3|1430.4420|0.0000|4291.326000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|Touring-1000 Yellow, 50|1481.9379|2384.0700|Touring Bikes|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111031|1|1430.4420|0.0000|1430.442000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Handlebars|40.6571|91.5700|Handlebars|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111032|1|54.9420|0.0000|54.942000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|LL Touring Frame - Yellow, 44|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111033|1|200.0520|0.0000|200.052000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|LL Touring Frame - Yellow, 50|199.8519|333.4200|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111034|1|200.0520|0.0000|200.052000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Frame - Blue, 54|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111035|6|602.3460|0.0000|3614.076000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Frame - Blue, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111036|1|602.3460|0.0000|602.346000
Extreme Riding Supplies|Main Office|Sherman Oaks|California|HL Touring Frame - Yellow, 60|601.7437|1003.9100|Touring Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|57634.6342|4610.7707|1440.8659|63686.2708|71796|111037|2|602.3460|0.0000|1204.692000
Riding Cycles|Main Office|Liverpool|England|Sport-100 Helmet, Blue|13.0863|34.9900|Helmets|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|78029.6898|6242.3752|1950.7422|86222.8072|71797|111038|4|20.9940|0.0000|83.976000
Riding Cycles|Main Office|Liverpool|England|HL Road Frame - Black, 44|868.6342|1431.5000|Road Frames|2008-06-01T00:00:00.0000000|2008-06-08T00:00:00.0000000|CARGO TRANSPORT 5|78029.6898|6242.3752|1950.7422|86222.8072|71797|111039|2|858.9000|0.0000|1717.800000
